id,venue_name,venue_type,main_bus,venue_add_one,venue_add_two,venue_pcode,venue_web,venue_phone,venue_email,venue_fb,venue_tw,org_own,mger,mger_email,mger_phone,online_contact_form,follow_up,venue_city,venue_country,notes,std_sign_off,res_sign_off,s_kick_id,latitude,longitude,constituency,wday_opening,wday_closing,wkd_opening,wkd_closing,show_opening,show_closing,variations,promoters,venue_capacity,outdoor_space,type_outdoor_space,Instagram ,PRS Type,PRS Venue cat,Omic,gigmainbiz,MD_pad,NPO,FAC,AIE,MVT,Year Venue Opened ,Year Venue Closed ,LAP_areas ,skdl_id,skdl_description,skdl_imageurl,skdl_latitude,skdl_longitude,skdl_type
,Lock And Key KitchenBar,,,17 Duke Street,,L15AP,,,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83020,,https://dhzjvxyl79yzn.cloudfront.net/0/83020_0_lock-and-key-kitchenbar_th.jpg,53.4023623,-2.983253,bar
,Patterson Bar And Grill Liverpool,,,Gradwell Street,,L14JH,,01517073729,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65868,,,53.4024185,-2.9829836,Nightclub
,Dramshop,,,18 Gradwell Street,,L14JH,,07877693130,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92364,,https://dhzjvxyl79yzn.cloudfront.net/4/92364_0_dramshop_th.jpg,53.402621,-2.9831528,bar
,Seven Brothers Liverpool,,,"Unit 1 Block D, Wolstenholme Square, Parr Street Liverpool, L1 4JJ United Kingdom",,L14JJ,,,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114752,,,53.4024612,-2.9824633,Nightclub
,Lunya,,,"18-20 College Lane, Liverpool, Merseyside, L1 3DS",,L13ds,,01517069986,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47902,,,53.4036312,-2.9841697,bar
,The Roof Garden At Mamasan,,,24 College Lane,,L13DS,,01519098709,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115819,,,53.4036849,-2.9839709,bar
,Bluecoat Display Centre ,,,College Lane,,L13BZ,,01517094014,,,,,,,,,,Liverpool ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23822,,,53.403778,-2.984092,Gallery
,Friends Meeting House,,,22 School Lane,,L13BT,,01517096957,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10297,,,53.404279,-2.984226,live
,The Bluecoat,,,School Lane,,L13BX,,01517025324,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10415,,,53.404154,-2.984118,live
,Grove,,," Seel Street, Liverpool, L1",,L14NR,,01513052410,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79316,,,53.403562,-2.982509,Outdoors
,Lounge 69,,,69 Hanover Street,,L13DY,,,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95240,,,53.4039797,-2.9828402,bar
,The Actors' Lab Liverpool Studio,,,"Abney Building, 65-67 Hanover Street",,L13DY,,01614135500,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67695,,,53.4042105,-2.9825887,Training Venue
,Wolstenholme Creative Space,,,11 Wolstenholme Square,,L14JJ,,,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17838,,,53.4027242,-2.9823922,live
,Rat Alley,,,32C Seel Street,,L14BE,,07709903696,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86193,,,53.402682,-2.981944,Nightclub
,Seven Bro7hers,,,1 Wolstenholme Square,,L14JJ,,,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112110,,,53.4024534,-2.981901,bar
,Liverpool Actors Studio Theatre,,,36 Seel Street,,L14BE,,01517099034,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35958,,,53.4027158,-2.9818022,Theatre
,40 SEEL ST,,,40 Seel Street,,L14BE,,01512224325,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38940,,,53.4027158,-2.9818022,Nightclub
,The Kazimier Garden,,,32 Seel Street,,L14BE,,01517923506,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44054,,https://dhzjvxyl79yzn.cloudfront.net/4/44054_1_the-kazimier-garden_th.jpg,53.4027158,-2.9818022,Outdoors
,43 Seel Street ,,,40 Seel Street ,,L14be,,07939286335,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49738,,https://dhzjvxyl79yzn.cloudfront.net/8/49738_1_43-seel-street-_th.jpg,53.4027158,-2.9818022,Nightclub
,Output Gallery,,,32 Seel Street,,L14BE,,,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88462,,,53.4027158,-2.9818022,Gallery
,Seel Street Studios,,,"studio 2c, 36 Seel Street",,L14BE,,01517085576,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23472,,https://dhzjvxyl79yzn.cloudfront.net/2/23472_th.jpg,53.4027713,-2.9816079,Gallery
,Kazimier Stockroom,,,32 Seel Street,,L14BE,,,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93958,,https://dhzjvxyl79yzn.cloudfront.net/8/93958_1_kazimier-stockroom_th.jpg,53.403161,-2.981974,live
,Kazimier Garden,,,,,L14BE,,01517923506,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102446,,,53.402867,-2.9816501,other
,Stockroom,,,"Kazimier Garden, 32 Seel Street",,L14BE,,,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93627,,https://dhzjvxyl79yzn.cloudfront.net/7/93627_0_stockroom_th.jpg,53.402932,-2.981674,live
,Only Fools Bar,,,13-21 Seel Street,,L10AB,,,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100639,,https://dhzjvxyl79yzn.cloudfront.net/9/100639_0_only-fools-bar_th.jpg,53.402896,-2.981478,bar
,Sensation,,,13-21 Seel Street,,L14AU,,07824507220,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107952,,https://dhzjvxyl79yzn.cloudfront.net/2/107952_1_sensation_th.jpg,53.402973,-2.981461,Nightclub
,Brockbank And Mellor,,,19-21 Seel Street,,L14AU,,01513639808,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98784,,,53.403085,-2.981528,bar
,Cube,,,"1 Concert Steps, 25-27 Seel Street",,L14AU,,01517077706,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10056,,,53.403097,-2.981522,Nightclub
,Liverpool John Moores Student Union,,,"BAM 2nd Floor, 8 Castle Square",,L14AU,,08451300667,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10224,,,53.403097,-2.981522,bar
,Multiple Venues,,,liverpool city centre,,L14BE,,,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105590,,,53.4025679,-2.9810914,Nightclub
,FIVE,,,42 Seel Street,,L14BE,,,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111627,,,53.4025679,-2.9810914,bar
,Phase One Jacaranda,,,40 Seel Street,,L14BE,,01513631292,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115852,,,53.4027351,-2.9813483,Nightclub
,Phase One,,,40 Seel Street,,L14BE,,01513631292,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87556,,https://dhzjvxyl79yzn.cloudfront.net/6/87556_2_phase-one_th.jpg,53.402791,-2.981436,live
,Nation,,,Wolstenholme Square,,L14JJ,,01517091693,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,358,,https://dhzjvxyl79yzn.cloudfront.net/8/358_th.jpg,53.402589,-2.980994,Nightclub
,Masons Seel Street Liverpool,,,42 Seel Street,,L14BE,,07444386531,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98448,,,53.4027,-2.98103,bar
,Masons,,,42 Seel Street ,,L14AU,,01515567436,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114041,,https://dhzjvxyl79yzn.cloudfront.net/1/114041_0_masons_th.jpg,53.4028129,-2.9809169,bar
,The Park Liverpool,,,13-21 Seel Street ,,L14AU,,,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109962,,https://dhzjvxyl79yzn.cloudfront.net/2/109962_0_the-park-liverpool_th.jpg,53.40283,-2.9809169,Outdoors
,Ball Park Liverpool,,,13-15 Seel Street,,L14AU,,,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113382,,https://dhzjvxyl79yzn.cloudfront.net/2/113382_0_ball-park-liverpool_th.jpg,53.40283,-2.9809169,Nightclub
,Entry Bar Liverpool Ltd,,,Seel Street,,L14AU,,,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105262,,https://dhzjvxyl79yzn.cloudfront.net/2/105262_1_entry-bar-liverpool-ltd_th.jpg,53.402888,-2.981228,bar
,Circo,,,13 Seel Street,,L14AU,,01516013556,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8702,,https://dhzjvxyl79yzn.cloudfront.net/2/8702_3_circo_th.jpg,53.402927,-2.981317,bar
,Sensation Liverpool,,,"2nd floor, 13-21 Seel Street",,L14AU,,01517026706,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115221,,,53.4030002,-2.9814244,Nightclub
,Koco Liverpool,,,Concert Steps,,L14au,,01517091719,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21428,,https://dhzjvxyl79yzn.cloudfront.net/8/21428_1_koco-liverpool_th.jpg,53.4030608,-2.9813889,Nightclub
,Seel Street Liverpool L1,,,13 Seel Street,,L14AU,,,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69039,,,53.4030608,-2.9813889,Nightclub
,Hot Water Comedy Club Seel Street,,,13-15 Seel Street,,L14AU,,07478699007,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66729,,https://dhzjvxyl79yzn.cloudfront.net/9/66729_2_hot-water-comedy-club_th.jpg,53.403057,-2.981378,Theatre
,Mason's,,,42 Seel St,,L14AU,,01515567436,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99231,,,53.402842,-2.9810558,Nightclub
,Balls Deep,,,13-21 Seel Street,,L14AU,,,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99827,,https://dhzjvxyl79yzn.cloudfront.net/7/99827_1_balls-deep_th.jpg,53.402842,-2.9810558,Nightclub
,54 LIVERPOOL,,,19-21 Seel Street,,L14AU,,07710691179,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100160,,,53.402842,-2.9810558,Nightclub
,Grove Beer Tap And Grill,,,Concert Steps,,L14NR,,01517097393,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74196,,https://dhzjvxyl79yzn.cloudfront.net/6/74196_0_grove-beer-tap-and-grill_th.jpg,53.403127,-2.981109,bar
,Einstein Bier Haus,,,"26 Fleet Street, Concert Sqaure",,L14AN,,,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108987,,https://dhzjvxyl79yzn.cloudfront.net/7/108987_0_einstein-bier-haus_th.jpg,53.4032519,-2.9809868,Nightclub
,"Walkabout, Liverpool",,,Concert Square,,L14AN,,01517080843,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10062,,https://dhzjvxyl79yzn.cloudfront.net/2/10062_th.jpg,53.403289,-2.981075,Nightclub
,Mood,,,18-20 Fleet Street,,L14AN,,01517098181,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10094,,https://dhzjvxyl79yzn.cloudfront.net/4/10094_th.jpg,53.403289,-2.981075,Nightclub
,Level Nightclub,,,18-20 Fleet Street,,L14AN,,01517089982,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55773,,https://dhzjvxyl79yzn.cloudfront.net/3/55773_1_level-nightclub_th.jpg,53.4032973,-2.9810484,Nightclub
,LEVEL,,,18 - 22 FLEET STREET,,L14AN,,01517089982,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56637,,https://dhzjvxyl79yzn.cloudfront.net/7/56637_1_level_th.jpg,53.4032973,-2.9810484,Nightclub
,The Grove,,,"Seel street, Liverpool, L1 4AN, England",,L14AN,,01517097393,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71379,,,53.4032973,-2.9810484,Outdoors
,The Walkabout,,,26 Fleet Street,,L14AN,,,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76153,,,53.4032973,-2.9810484,Nightclub
,Fusion,,,17 - 21 Fleet Street,,L14AR,,01513052425,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16957,,,53.403189,-2.980553,Nightclub
,7 Bro7hers Beerhouse,,,1 Wolstenholme Square,,L14JJ,,,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116655,,,53.4031509,-2.9804932,Nightclub
,The Actors Studio,,,Seel Street,,L14BE,,01517093789,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16214,,https://dhzjvxyl79yzn.cloudfront.net/4/16214_th.jpg,53.403343,-2.982001,Theatre
,O'Neills,,,68 Hanover Street,,L14AG,,01517097360,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90652,,https://dhzjvxyl79yzn.cloudfront.net/2/90652_0_oneills_th.jpg,53.404268,-2.982016,live
,O'Neills,,,68 Hanover Street,,L14AG,,01517097360,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90648,,,53.4042619,-2.9819503,live
,O'Neills,,,68 Hanover Street,,L14AG,,01517097360,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90649,,https://dhzjvxyl79yzn.cloudfront.net/9/90649_0_oneills_th.jpg,53.4042619,-2.9819503,live
,O'Neills,,,68 Hanover Street,,L14AG,,,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94110,,,53.404077,-2.98181,bar
,O'Neills Liverpool,,,"Hanover Street, ",,L14AG,,01517097360,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39298,,https://dhzjvxyl79yzn.cloudfront.net/8/39298_1_oneills-liverpool_th.jpg,53.4041271,-2.9818046,bar
,O'Neills,,,68 Hanover Street,,L14AG,,,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76101,,,53.4041271,-2.9818046,bar
,O'Neills,,,68 Hanover Street,,L14AG,,,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76213,,,53.4041271,-2.9818046,Nightclub
,O'Neill's Hanover Street,,,68 Hanover St,,L14AG,,,,,,,,,,,,Liverpool ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80122,,,53.4041271,-2.9818046,bar
,O'Neills,,,68 Hanover Street,,L14AG,,,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80189,,,53.4041271,-2.9818046,bar
,O'Neills,,,68 Hanover Street,,L14AG,,,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80190,,,53.4041271,-2.9818046,bar
,O'Neills,,,68 Hanover Street,,L14AG,,,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95095,,,53.4041791,-2.9816165,Nightclub
,O'Neills,,,68 Hanover Street,,L14AG,,01517097360,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100347,,https://dhzjvxyl79yzn.cloudfront.net/7/100347_0_oneills_th.jpg,53.4041791,-2.9816165,bar
,The Function Suite,,,17-21 Fleet Street,,L14AR,,08006444240,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70271,,https://dhzjvxyl79yzn.cloudfront.net/1/70271_0_the-function-suite_th.jpg,53.403635,-2.981279,bar
,Lust,,,17 - 21 fleet street,,L14AR,,07857316366,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57302,,https://dhzjvxyl79yzn.cloudfront.net/2/57302_1_lust_th.jpg,53.403605,-2.981128,bar
,"17 Fleet Street, Liverpool",,,17 Fleet Street,,L14AR,,,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114162,,,53.4036637,-2.9811193,Nightclub
,KENNIE DELAINE SINGS,,,17-21 Fleet Street,,L14AR,,01517093498,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49494,,https://dhzjvxyl79yzn.cloudfront.net/4/49494_2_kennie-delaine-sings_th.jpg,53.403331,-2.98093,Nightclub
,Baa Bar,,,"43-45 Fleet Street, Liverpool Chinatown",,L14AR,,01517088673,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18008,,https://dhzjvxyl79yzn.cloudfront.net/8/18008_2_baa-bar_th.jpg,53.4034392,-2.9807362,bar
,Envi,,,Fleet Street,,L14AR,,,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18122,,,53.4034392,-2.9807362,Nightclub
,Paradiso Nightclub,,,23 Fleet Street,,L14AN,,01517088832,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115970,,,53.4035029,-2.98089596,Nightclub
,Vice Liverpool,,,23 Fleet Street,,L14AN,,,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111344,,https://dhzjvxyl79yzn.cloudfront.net/4/111344_1_vice-liverpool_th.jpg,53.4035013,-2.9808906,Nightclub
,23 Fleet Street,,," Fleet Street, Liverpool, L1",,L14AX,,,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72570,,,53.403472,-2.980788,Nightclub
,Modo,,,Concert Square,,L14AR,,01517098832,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1218,,https://dhzjvxyl79yzn.cloudfront.net/8/1218_3_modo_th.jpg,53.403338,-2.980532,bar
,Korova (downstairs),,,39-41 Fleet Street,,L14AR,,07788550156,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10057,,,53.403464,-2.980582,Nightclub
,Allure Liverpool,,,1 Concert Square,,L14NR,,01517092437,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25598,,https://dhzjvxyl79yzn.cloudfront.net/8/25598_th.jpg,53.4034721,-2.9805561,Nightclub
,Revolution (Wood Street),,,18-22 Wood Street,,L14AQ,,01517071933,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26784,,,53.4034721,-2.9805561,bar
,Soho Liverpool,,,1 Concert Square,,L14NR,,01517088216,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52882,,https://dhzjvxyl79yzn.cloudfront.net/2/52882_1_soho-liverpool_th.jpg,53.4034722,-2.9805561,Nightclub
,Bunny Yeagers,,,1 Concert Square,,L14NR,,01517098832,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56150,,https://dhzjvxyl79yzn.cloudfront.net/0/56150_1_bunny-yeagers_th.jpg,53.4034722,-2.9805561,bar
,Cellar 24,,,24 Wood Street,,L14AQ,,,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86710,,https://dhzjvxyl79yzn.cloudfront.net/0/86710_0_cellar-24_th.jpg,53.4034722,-2.9805561,bar
,The Office.,,,"Concert Square, ",,L14AQ,,01517076470,,,,,,,,,,Liverpool.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10488,,,53.40366,-2.980813,Nightclub
,Django's Riff,,,24 Wood Street,,L14AQ,,01517088896,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5157,,https://dhzjvxyl79yzn.cloudfront.net/7/5157_th.jpg,53.403659,-2.980812,bar
,Mulligans Of Liverpool,,,24 Wood Street,,L14AQ,,07984879595,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107257,,,53.4036062,-2.9805286,Nightclub
,Electrik Warehouse,,,16 Wood Street,,L14AQ,,,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89790,,https://dhzjvxyl79yzn.cloudfront.net/0/89790_0_electrik-warehouse_th.jpg,53.4039,-2.9811,Nightclub
,Camel Club,,,18-22 Wood Street,,L14AQ,,01517071933,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16325,,https://dhzjvxyl79yzn.cloudfront.net/5/16325_2_camel-club_th.jpg,53.403842,-2.981025,Nightclub
,REX  The Concept Store,,,24-26 Bold Street,,L14DS,,03335005522,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74149,,https://dhzjvxyl79yzn.cloudfront.net/9/74149_0_rex-the-concept-store_th.jpg,53.4039838,-2.9806431,Other
,Boudoir Hotel ,,,10 Bold Street,,L14DS,,,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108302,,,53.4040008,-2.980643,Nightclub
,"Duman, Bold Street",,,28 Bold Street,,L14DS,,07460668778,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116937,,,53.4040612,-2.9805795,bar
,Nook And Cranny,,,28 Bold Street,,L14DS,,01517030053,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57909,,https://dhzjvxyl79yzn.cloudfront.net/9/57909_1_nook-and-cranny_th.jpg,53.404166,-2.980544,Other
,Quaker Meeting House ,,,22 School Lane,,L13BT,,01517096957,,,,,,,,,,Liverpool ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23826,,,53.404505,-2.984157,Theatre
,The Athenaeum,,,12 Church Alley,,L13DD,,01517097770,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58405,,,53.4045857,-2.9839661,Other
,Castle Fine Art Liverpool,,,24 Church Alley,,L13DD,,01513700123,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116796,,,53.4046059,-2.9838314,Gallery
,Lush Liverpool,,,38-46 Church Street,,L13AW,,,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112771,,https://dhzjvxyl79yzn.cloudfront.net/1/112771_0_lush-liverpool_th.jpg,53.4048422,-2.9843476,Other
,Cotswold Outdoor Liverpool,,,58 - 60 Church Street ,,L13Ay,,01517070323,,,,,,,,,,Liverpool ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36358,,,53.404724,-2.9824501,Outdoors
,Paradiso  Modo,,,Paradiso,,L11ED,,,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97024,,,53.4060112,-2.9826462,Nightclub
,Varsity,,,89 Hanover Street,,L13DY,,01517085688,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17989,,https://dhzjvxyl79yzn.cloudfront.net/9/17989_th.jpg,53.404374,-2.982183,bar
,Epstein Theatre,,,85 Hanover Street,,L13DZ,,08448884411,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39470,,,53.4044639,-2.9823839,Theatre
,Tonight Josephine Liverpool,,,89 Hanover Street,,L13DY,,01515581441,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115826,,,53.404439,-2.9821982,Nightclub
,Popworld,,,68 Hanover Street,,L14AG,,,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106444,,https://dhzjvxyl79yzn.cloudfront.net/4/106444_0_popworld_th.jpg,53.4043161,-2.981658,Nightclub
,Church Street Liverpool,,,"Customer Service Centre, 88-94 Church Street",,L13HD,,,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73572,,,53.4046389,-2.9818765,Outdoors
,To Be Announced Liverpool,,,46 Hanover Street,,L14AF,,,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71364,,https://dhzjvxyl79yzn.cloudfront.net/4/71364_0_to-be-announced-liverpool_th.jpg,53.404743,-2.981213,Other
,BBC Big Screen,,,Clayton Square,,L11DP,,01517092451,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1541,,,53.405763,-2.981898,Outdoors
,BOAT PARTY ON THE MERSEY,,,THE ALBERT DOCKS,,L11aa,,01517085125,,,,,,,,,,LIVERPOOL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1617,,,53.406202,-2.980916,Outdoors
,Society Liverpool,,,64 Duke St,,L11AA,,02083089313,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1757,,,53.406202,-2.980916,Nightclub
,Society,,,64 Duke St,,L11AA,,02083089313,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1758,,,53.406202,-2.980916,Nightclub
,HEVN'N'HELL,,,5-7 FLEET STREET,,L11AA,,,,,,,,,,,,LIVERPOOL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1852,,,53.406202,-2.980916,Nightclub
,Las Vegas,,,Lime Street,,L11aa,,01517036565,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2848,,,53.406202,-2.980916,live
,Secret Meeting Place,,,Ask for details of meting place when Booking Your ticket,,L11AA,,,,,,,,,,,,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3552,,,53.406202,-2.980916,Outdoors
